Serial Number,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Category
6394,166,Strawberry Lights,Pauline,Taylor,42,Head,Married,Female,Broadcast engineer,Not Specified,Catholic,40-44,Engineering
6395,166,Strawberry Lights,Alan,Taylor,44,Husband,Married,Male,Building services engineer,Not Specified,Unknown,40-44,Engineering
5745,167,February Lodge,Dorothy,Brown,30,Visitor,Single,Female,Software engineer,Not Specified,Unknown,30-34,Engineering
5749,167,February Lodge,Gavin,Burke,44,Lodger,Single,Male,Animal nutritionist,Not Specified,Unknown,40-44,Tech
5743,167,February Lodge,Gary,Francis,7,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5741,167,February Lodge,Rosemary,Francis,27,Head,Single,Female,Insurance broker,Not Specified,Unknown,25-29,Other
2201,167,Lloyd Avenue,Ruth,Harris,39,Daughter,Single,Female,Senior tax professional/tax inspector,Not Specified,Christian,35-39,Other
2200,167,Lloyd Avenue,Elizabeth,Harris,74,Head,Widowed,Female,Unemployed,Not Specified,Christian,70-74,Unemployed
5747,167,February Lodge,Damian,McDonald,44,Lodger,Single,Male,"Designer, ceramics/pottery",Not Specified,Catholic,40-44,Creative Arts
6397,167,Strawberry Lights,Sally,Newton,63,Head,Divorced,Female,Systems developer,Not Specified,Christian,60-64,Tech
5742,167,February Lodge,Antony,Perry,25,Partner,Single,Male,"Engineer, aeronautical",Not Specified,Unknown,25-29,Engineering
5748,167,February Lodge,Gordon,Phillips,40,Lodger,Single,Male,Facilities manager,Not Specified,Methodist,40-44,Tech
5750,167,February Lodge,Claire,Taylor,57,Lodger,Divorced,Female,"Horticulturist, commercial",Not Specified,Catholic,55-59,Other
5744,167,February Lodge,Joanna,Wells,55,Lodger,Single,Female,Hydrologist,Not Specified,Methodist,55-59,Other
5746,167,February Lodge,Gerald,Woods,33,Lodger,Single,Male,Ergonomist,Not Specified,Christian,30-34,Other
2203,168,Lloyd Avenue,Gail,Ashton,19,Head,Single,Female,University Student,Not Specified,Unknown,15-19,Tech
6400,168,Strawberry Lights,Charlie,Birch,31,Head,Single,Male,Magazine features editor,Not Specified,Unknown,30-34,Tech
6398,168,Strawberry Lights,Neil,Cross,19,Head,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
2206,168,Lloyd Avenue,Michael,Hilton,22,Head,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
5754,168,February Lodge,Jamie,Perry,9,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5755,168,February Lodge,Nathan,Perry,9,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5753,168,February Lodge,Catherine,Perry,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
5751,168,February Lodge,Suzanne,Perry,38,Head,Married,Female,Computer games developer,Not Specified,Unknown,35-39,Tech
5752,168,February Lodge,Keith,Perry,39,Husband,Married,Male,Field trials officer,Not Specified,Unknown,35-39,Management
6401,168,Strawberry Lights,Elliot,Stephens,45,Head,Single,Male,"Programmer, multimedia",Not Specified,Unknown,45-49,Tech
2204,168,Lloyd Avenue,Alex,Tyler,20,Head,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
2202,168,Lloyd Avenue,Ruth,Warren,18,Head,Single,Female,University Student,Not Specified,Methodist,15-19,Tech
6399,168,Strawberry Lights,Tracy,Watts,48,Head,Single,Female,Building services engineer,Not Specified,Methodist,45-49,Engineering
2205,168,Lloyd Avenue,Claire,Williams,18,Head,Single,Female,University Student,Not Specified,Christian,15-19,Tech
6407,169,Strawberry Lights,Brenda,Fisher-Winter-Fuller,1,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
6405,169,Strawberry Lights,Elliott,Fuller,6,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
6404,169,Strawberry Lights,Sharon,Fuller,8,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
6403,169,Strawberry Lights,Danielle,Fuller,42,Head,Single,Female,"Journalist, broadcasting",Not Specified,Catholic,40-44,Media & Entertainment
2209,169,Lloyd Avenue,Joel,Morgan,7,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
2208,169,Lloyd Avenue,Bernard,Morgan,8,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
2207,169,Lloyd Avenue,Harriet,Morgan,47,Head,Divorced,Female,Unemployed,Not Specified,Unknown,45-49,Unemployed
5760,169,February Lodge,Callum,Wall,9,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
5759,169,February Lodge,Tracy,Wall,13,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
5758,169,February Lodge,Carol,Wall,14,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
5757,169,February Lodge,Alice,Wall,15,Daughter,Minor,Female,Student,Not Specified,Christian,15-19,Student
5756,169,February Lodge,Howard,Wall,57,Head,Single,Male,"Horticulturist, commercial",Not Specified,Christian,55-59,Other
6406,169,Strawberry Lights,Leanne,Winter-Fuller,4,Daughter,Minor,Female,Child,Disabled,Unknown,0-4,Child
6411,170,Strawberry Lights,Sheila,Foster,13,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
6410,170,Strawberry Lights,Lindsey,Foster,14,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
6408,170,Strawberry Lights,Judith,Foster,38,Head,Married,Female,Civil Service administrator,Not Specified,Catholic,35-39,Education
6409,170,Strawberry Lights,Marc,Foster,40,Husband,Married,Male,"Sales professional, IT",Not Specified,Catholic,40-44,Tech
5764,170,February Lodge,Brenda,Houghton,21,Daughter,Single,Female,University Student,Not Specified,Christian,20-24,Tech
5765,170,February Lodge,Abdul,Houghton,21,Son,Divorced,Male,University Student,Not Specified,Christian,20-24,Tech
5763,170,February Lodge,Rosemary,Houghton,34,Daughter,Divorced,Female,Field seismologist,Not Specified,Christian,30-34,Other
5762,170,February Lodge,Mohammad,Johnson,26,Son,Single,Male,Futures trader,Not Specified,Unknown,25-29,Other
5761,170,February Lodge,Dorothy,Johnson,50,Head,Single,Female,"Solicitor, Scotland",Not Specified,Christian,50-54,Tech
2211,170,Lloyd Avenue,Catherine,Richards,81,Wife,Married,Female,Retired Field seismologist,Not Specified,Unknown,80-84,Retired
2210,170,Lloyd Avenue,Frederick,Richards,83,Head,Married,Male,"Retired Investment banker, corporate",Not Specified,Christian,80-84,Retired
5769,171,February Lodge,Eleanor,Bennett,8,Daughter,Minor,Female,Student,Not Specified,Methodist,5-9,Student
5770,171,February Lodge,Alice,Bennett,8,Daughter,Minor,Female,Student,Not Specified,Methodist,5-9,Student
5768,171,February Lodge,Dawn,Bennett,12,Daughter,Minor,Female,Student,Not Specified,Methodist,10-14,Student
5767,171,February Lodge,Samuel,Bennett,15,Son,Minor,Male,Student,Not Specified,Methodist,15-19,Student
5766,171,February Lodge,Deborah,Bennett,58,Head,Widowed,Female,"Psychotherapist, dance movement",Not Specified,Methodist,55-59,Medical
2212,171,Lloyd Avenue,Nigel,Briggs,68,Head,Married,Male,Retired Financial adviser,Not Specified,Catholic,65-69,Retired
2213,171,Lloyd Avenue,Yvonne,Briggs,69,Wife,Married,Female,"Retired Pilot, airline",Not Specified,Unknown,65-69,Retired
6412,171,Strawberry Lights,Tom,Charlton,73,Head,Widowed,Male,Retired Herpetologist,Not Specified,Christian,70-74,Retired
6414,172,Strawberry Lights,Jason,Francis,56,Husband,Married,Male,"Scientist, research (life sciences)",Not Specified,Unknown,55-59,Science
6413,172,Strawberry Lights,Chloe,Francis,58,Head,Married,Female,Contractor,Not Specified,Unknown,55-59,Creative Arts
5774,172,February Lodge,Iain,Gray,39,Visitor,Single,Male,"Surveyor, land/geomatics",Not Specified,Catholic,35-39,Other
2214,172,Lloyd Avenue,Tracy,Hamilton,87,Head,Married,Female,"Retired Engineer, civil (contracting)",Not Specified,Christian,85-89,Retired
2215,172,Lloyd Avenue,Billy,Hamilton,91,Husband,Married,Male,"Retired Surveyor, land/geomatics",Not Specified,Christian,90-94,Retired
5772,172,February Lodge,Gordon,Oliver,0,Son,Minor,Male,Child,Not Specified,Methodist,0-4,Child
5771,172,February Lodge,Natalie,Oliver,39,Head,Single,Female,Unemployed,Not Specified,Methodist,35-39,Unemployed
5773,172,February Lodge,Annette,Patel,34,Lodger,Divorced,Female,Land/geomatics surveyor,Not Specified,Unknown,30-34,Other
6416,172,Strawberry Lights,Karl,Richardson-Francis,19,Son,Single,Male,Biomedical scientist,Not Specified,Unknown,15-19,Medical
6415,172,Strawberry Lights,Timothy,Richardson-Francis,21,Adopted Son,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
5775,172,February Lodge,Geraldine,Rogers,22,Lodger,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
6417,173,Strawberry Lights,Rosemary,Carter,29,Head,Divorced,Female,"Research officer, trade union",Not Specified,Christian,25-29,Management
5780,173,February Lodge,Gail,Hill,6,Daughter,Minor,Female,Student,Not Specified,Methodist,5-9,Student
5779,173,February Lodge,Rita,Hill,10,Daughter,Minor,Female,Student,Not Specified,Methodist,10-14,Student
5778,173,February Lodge,Georgina,Hill,12,Daughter,Minor,Female,Student,Not Specified,Methodist,10-14,Student
5777,173,February Lodge,Benjamin,Hill,14,Son,Minor,Male,Student,Not Specified,Methodist,10-14,Student
5776,173,February Lodge,Louise,Hill,42,Head,Single,Female,Tax inspector,Not Specified,Methodist,40-44,Other
2218,173,Lloyd Avenue,Simon,Holland,18,Grandson,Divorced,Male,Student,Not Specified,Unknown,15-19,Student
2217,173,Lloyd Avenue,Jenna,Thornton,21,Granddaughter,Single,Female,University Student,Not Specified,Catholic,20-24,Tech
2216,173,Lloyd Avenue,Joanna,Thornton,58,Head,Divorced,Female,Sales promotion account executive,Not Specified,Catholic,55-59,Management
2219,174,Lloyd Avenue,Donald,Boyle,70,Head,Divorced,Male,Retired Technical sales engineer,Not Specified,Christian,70-74,Retired
5782,174,February Lodge,Victoria,Carr,30,Wife,Married,Female,Accommodation manager,Not Specified,Unknown,30-34,Management
5781,174,February Lodge,Stewart,Carr,34,Head,Married,Male,Armed forces logistics/support/administrative officer,Not Specified,Catholic,30-34,Clerical
5784,174,February Lodge,Pauline,Carr,37,Cousin,Single,Female,"Engineer, chemical",Not Specified,Catholic,35-39,Engineering
5783,174,February Lodge,Bethany,Carr,43,Cousin,Single,Female,Operational investment banker,Not Specified,Catholic,40-44,Finance
6419,174,Strawberry Lights,Henry,Harvey,10,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
6418,174,Strawberry Lights,Judith,Harvey,37,Head,Single,Female,Unemployed,Not Specified,Unknown,35-39,Unemployed
5785,174,February Lodge,Ross,Powell,39,Cousin,Single,Male,Neurosurgeon,Not Specified,Catholic,35-39,Medical
5790,175,February Lodge,Unknown,Green,5,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
5789,175,February Lodge,Glenn,Green,8,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5788,175,February Lodge,Shane,Green,9,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5786,175,February Lodge,Diane,Green,25,Head,Married,Female,Professor Emeritus,Not Specified,Unknown,25-29,Education
5787,175,February Lodge,Jamie,Green,26,Husband,Married,Male,Paramedic,Not Specified,Unknown,25-29,Other
2221,175,Lloyd Avenue,Tina,Webb,70,Wife,Married,Female,Retired Operational investment banker,Not Specified,Christian,70-74,Retired
2220,175,Lloyd Avenue,Frank,Webb,71,Head,Married,Male,"Retired Exhibitions officer, museum/gallery",Not Specified,Christian,70-74,Retired
6422,175,Strawberry Lights,Brandon,Woods,1,Son,Minor,Male,Child,Not Specified,Catholic,0-4,Child
6421,175,Strawberry Lights,Annette,Woods,4,Daughter,Minor,Female,Child,Not Specified,Catholic,0-4,Child
6420,175,Strawberry Lights,Molly,Woods,50,Head,Single,Female,Unemployed,Not Specified,Catholic,50-54,Unemployed
5795,176,February Lodge,Rebecca,Andrews,30,Sibling,Single,Female,"Editor, magazine features",Not Specified,Unknown,30-34,Tech
6423,176,Strawberry Lights,Simon,Herbert,18,Head,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
6424,176,Strawberry Lights,Sara,Roberts,18,Head,Single,Female,University Student,Not Specified,Unknown,15-19,Tech
2223,176,Lloyd Avenue,Jenna,Thorpe,53,Wife,Married,Female,Orthoptist,Not Specified,Methodist,50-54,Other
2222,176,Lloyd Avenue,Alan,Thorpe,58,Head,Married,Male,Civil Service fast streamer,Not Specified,Methodist,55-59,Other
5794,176,February Lodge,Jamie,Tucker,0,Son,Minor,Male,Child,Not Specified,Catholic,0-4,Child
5793,176,February Lodge,Carolyn,Tucker,34,Daughter,Unknown,Female,Child,Not Specified,Unknown,30-34,Child
5791,176,February Lodge,Zoe,Tucker,36,Head,Married,Female,Quarry manager,Not Specified,Catholic,35-39,Management
5792,176,February Lodge,Clare,Tucker,39,Wife,Married,Female,Data processing manager,Not Specified,Catholic,35-39,Management
5798,177,February Lodge,Deborah,Bell,22,Lodger,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
6426,177,Strawberry Lights,Katherine,Booth-Baldwin,13,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
6425,177,Strawberry Lights,Stacey,Booth-Baldwin,45,Head,Single,Female,Unemployed,Not Specified,Catholic,45-49,Unemployed
2228,177,Lloyd Avenue,Simon,Heath,44,Lodger,Single,Male,Emergency planning/management officer,Not Specified,Christian,40-44,Management
2227,177,Lloyd Avenue,Reece,Lee,3,Son,Minor,Male,Child,Not Specified,Christian,0-4,Child
2226,177,Lloyd Avenue,David,Lee,7,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
2224,177,Lloyd Avenue,Brenda,Lee,34,Head,Married,Female,Fashion designer,Not Specified,Christian,30-34,Creative Arts
2225,177,Lloyd Avenue,Reece,Lee,37,Husband,Married,Male,"Conservation officer, nature",Not Specified,Christian,35-39,Management
5797,177,February Lodge,Callum,Lewis,36,Lodger,Single,Male,Arts development officer,Not Specified,Unknown,35-39,Management
5796,177,February Lodge,Kathryn,Parry,29,Head,Divorced,Female,General practice doctor,Not Specified,Sikh,25-29,Medical
5800,177,February Lodge,Bruce,White,47,Lodger,Single,Male,Textile designer,Not Specified,Christian,45-49,Creative Arts
5799,177,February Lodge,Karl,Wilkinson,37,Lodger,Single,Male,"Buyer, industrial",Not Specified,Christian,35-39,Other
6432,178,Strawberry Lights,Claire,Cunningham,15,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
6430,178,Strawberry Lights,Jacob,Cunningham,34,Son,Divorced,Male,Print production planner,Not Specified,Unknown,30-34,Other
6431,178,Strawberry Lights,Bryan,Cunningham,34,Adopted Son,Divorced,Male,"Psychologist, clinical",Not Specified,Unknown,30-34,Medical
6429,178,Strawberry Lights,Hilary,Cunningham,37,Daughter,Single,Female,"Horticulturist, amenity",Not Specified,Unknown,35-39,Tech
6427,178,Strawberry Lights,Leah,Cunningham,63,Head,Married,Female,Exhibition designer,Not Specified,Unknown,60-64,Tech
6428,178,Strawberry Lights,Glenn,Cunningham,65,Husband,Married,Male,Microbiologist,Not Specified,Unknown,65-69,Other
2229,178,Lloyd Avenue,Garry,Hilton,24,Head,Single,Male,PhD Student,Not Specified,Methodist,20-24,Student
2231,178,Lloyd Avenue,Terence,Jones,22,Head,Single,Male,University Student,Not Specified,Christian,20-24,Tech
5801,178,February Lodge,Christopher,Lane,44,Head,Single,Male,"Journalist, magazine",Not Specified,Unknown,40-44,Media & Entertainment
2232,178,Lloyd Avenue,Andrew,Moran,19,Head,Single,Male,University Student,Not Specified,Christian,15-19,Tech
5803,178,February Lodge,Hugh,Morgan,56,Head,Single,Male,Industrial buyer,Not Specified,Unknown,55-59,Other
5802,178,February Lodge,Wendy,O'Brien,30,Head,Single,Female,Consulting civil engineer,Not Specified,Unknown,30-34,Engineering
2233,178,Lloyd Avenue,Stanley,Robinson,18,Head,Single,Male,University Student,Not Specified,Christian,15-19,Tech
5804,178,February Lodge,Suzanne,Thomas,53,Head,Single,Female,Environmental manager,Not Specified,Christian,50-54,Management
2230,178,Lloyd Avenue,Tracey,Whittaker,22,Head,Single,Female,University Student,Not Specified,Christian,20-24,Tech
5805,178,February Lodge,Eric,Woods,23,Head,Single,Male,Brewing technologist,Not Specified,Muslim,20-24,Tech
5808,179,February Lodge,Carly,Barker,6,Daughter,Minor,Female,Student,Not Specified,Christian,5-9,Student
5806,179,February Lodge,Jemma,Barker,28,Head,Married,Female,Dance movement psychotherapist,Not Specified,Christian,25-29,Medical
5807,179,February Lodge,Karl,Barker,30,Husband,Married,Male,Ergonomist,Not Specified,Christian,30-34,Other
6434,179,Strawberry Lights,Elizabeth,Mitchell,44,Adopted Daughter,Single,Female,Unemployed,Not Specified,Unknown,40-44,Unemployed
6433,179,Strawberry Lights,Kathryn,Mitchell,72,Head,Widowed,Female,Retired Therapeutic radiographer,Not Specified,Unknown,70-74,Retired
2234,179,Lloyd Avenue,Martyn,Taylor,53,Head,Single,Male,Housing manager/officer,Not Specified,Unknown,50-54,Management
2235,180,Lloyd Avenue,Judith,Archer,60,Head,Single,Female,"Engineer, water",Not Specified,Christian,60-64,Engineering
5811,180,February Lodge,Mohammed,Coleman,33,Lodger,Divorced,Male,Dealer,Not Specified,Catholic,30-34,Other
5813,180,February Lodge,Mohammed,Gray,54,Lodger,Single,Male,"Engineer, site",Not Specified,Catholic,50-54,Engineering
5812,180,February Lodge,Sylvia,Mistry,28,Sibling,Single,Female,Tourist information centre manager,Not Specified,Jewish,25-29,Management
5810,180,February Lodge,Bradley,Smith,4,Son,Minor,Male,Child,Not Specified,Christian,0-4,Child
5809,180,February Lodge,Dawn,Smith,30,Head,Single,Female,Industrial/product designer,Not Specified,Christian,30-34,Creative Arts
6435,180,Strawberry Lights,Andrew,Williams,28,Head,Single,Male,Ambulance person,Not Specified,Christian,25-29,Other
2236,180,Lloyd Avenue,Damian,Williams,62,Partner,Single,Male,"Surveyor, quantity",Not Specified,Unknown,60-64,Tech
2237,181,Lloyd Avenue,Denise,Connor,82,Head,Divorced,Female,Retired Pharmacologist,Not Specified,Unknown,80-84,Retired
6436,181,Strawberry Lights,Paula,Green,23,Head,Married,Female,Advertising copywriter,Not Specified,Unknown,20-24,Tech
6437,181,Strawberry Lights,Daniel,Green,27,Husband,Married,Male,"Research officer, trade union",Not Specified,Unknown,25-29,Management
5818,181,February Lodge,Jayne,Turner,17,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
5817,181,February Lodge,Marie,Turner,18,Daughter,Single,Female,Student,Not Specified,Unknown,15-19,Student
5816,181,February Lodge,Yvonne,Turner,21,Daughter,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
5815,181,February Lodge,Megan,Turner,22,Daughter,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
5814,181,February Lodge,Ellie,Turner,51,Head,Divorced,Female,Mechanical engineer,Not Specified,Unknown,50-54,Engineering
5820,182,February Lodge,Ann,Bradshaw,26,Daughter,Single,Female,Video editor,Not Specified,Methodist,25-29,Tech
5819,182,February Lodge,Marie,Bradshaw,44,Head,Widowed,Female,Solicitor,Not Specified,Methodist,40-44,Tech
6439,182,Strawberry Lights,Megan,Goddard,38,Head,Single,Female,"Engineer, site",Not Specified,Catholic,35-39,Engineering
2240,182,Lloyd Avenue,Tracey,Miller-Rowe,26,Daughter,Single,Female,Best boy,Not Specified,Unknown,25-29,Other
2238,182,Lloyd Avenue,Teresa,Miller-Rowe,50,Head,Married,Female,"Education officer, community",Not Specified,Unknown,50-54,Education
2239,182,Lloyd Avenue,Graeme,Miller-Rowe,52,Husband,Married,Male,Television floor manager,Physical Disability,Unknown,50-54,Management
6438,182,Strawberry Lights,Melissa,Watts,32,Head,Single,Female,Farm manager,Not Specified,Christian,30-34,Management
2241,183,Lloyd Avenue,Gemma,Birch,87,Head,Widowed,Female,Retired Conference centre manager,Not Specified,Catholic,85-89,Retired
6441,183,Strawberry Lights,Paige,Stevens,64,Wife,Married,Female,Publishing copy,Not Specified,Unknown,60-64,Other
6440,183,Strawberry Lights,Anthony,Stevens,68,Head,Married,Male,Retired Operational researcher,Not Specified,Unknown,65-69,Retired
5825,183,February Lodge,Zoe,Thorpe,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
5824,183,February Lodge,Vincent,Thorpe,28,Son,Single,Male,Lobbyist,Not Specified,Unknown,25-29,Other
5823,183,February Lodge,Abdul,Thorpe,31,Son,Single,Male,"Radiographer, diagnostic",Not Specified,Unknown,30-34,Other
5821,183,February Lodge,Shirley,Thorpe,56,Head,Married,Female,"Programmer, systems",Not Specified,Unknown,55-59,Tech
5822,183,February Lodge,Stanley,Thorpe,60,Husband,Married,Male,Exhibition designer,Not Specified,Unknown,60-64,Tech
5830,184,February Lodge,Hazel,Atkinson,19,Lodger,Single,Female,University Student,Not Specified,Unknown,15-19,Tech
6443,184,Strawberry Lights,Sylvia,Collins,13,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
6442,184,Strawberry Lights,Gail,Collins,52,Head,Divorced,Female,Unemployed,Not Specified,Christian,50-54,Unemployed
5829,184,February Lodge,Lindsey,Jones,22,Cousin,Divorced,Female,University Student,Not Specified,Catholic,20-24,Tech
5828,184,February Lodge,Russell,Murray,0,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
5826,184,February Lodge,Rachael,Murray,22,Head,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
2242,184,Lloyd Avenue,Angela,Sharp,55,Head,Married,Female,"Accountant, chartered public finance",Not Specified,Catholic,55-59,Finance
2243,184,Lloyd Avenue,Frederick,Sharp,56,Husband,Married,Male,"Engineer, maintenance",Not Specified,Catholic,55-59,Engineering
5827,184,February Lodge,Howard,Thomas,22,Partner,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
2244,185,Lloyd Avenue,Jane,Hurst,57,Head,Married,Female,Risk analyst,Not Specified,Christian,55-59,Other
2245,185,Lloyd Avenue,Howard,Hurst,58,Husband,Married,Male,"Engineer, technical sales",Not Specified,Unknown,55-59,Engineering
5837,185,February Lodge,Elaine,Jones,36,Lodger,Single,Female,Music therapist,Not Specified,Catholic,35-39,Medical
5838,185,February Lodge,Philip,Moran,20,Lodger,Single,Male,Exhibition designer,Not Specified,Unknown,20-24,Tech
6445,185,Strawberry Lights,Jamie,Robson,84,Husband,Married,Male,Retired Contractor,Not Specified,Unknown,80-84,Retired
6444,185,Strawberry Lights,Jayne,Robson,85,Head,Married,Female,"Retired Surveyor, building",Not Specified,Methodist,85-89,Retired
5835,185,February Lodge,Kelly,Scott,1,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
5834,185,February Lodge,Damian,Scott,2,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
5833,185,February Lodge,Thomas,Scott,6,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5832,185,February Lodge,Wendy,Scott,35,Wife,Married,Female,Pathologist,Not Specified,Unknown,35-39,Other
5831,185,February Lodge,Frederick,Scott,37,Head,Married,Male,Chartered management accountant,Not Specified,Unknown,35-39,Finance
5836,185,February Lodge,Josephine,Wilson,27,Lodger,Single,Female,Magazine journalist,Not Specified,Sikh,25-29,Media & Entertainment
5846,186,February Lodge,Leanne,Campbell,2,Daughter,Minor,Female,Child,Not Specified,Catholic,0-4,Child
5845,186,February Lodge,Derek,Campbell,3,Son,Minor,Male,Child,Not Specified,Catholic,0-4,Child
5844,186,February Lodge,Bryan,Campbell,5,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
5843,186,February Lodge,Howard,Campbell,9,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
5842,186,February Lodge,Barbara,Campbell,15,Daughter,Minor,Female,Student,Not Specified,Catholic,15-19,Student
5841,186,February Lodge,Brenda,Campbell,19,Daughter,Single,Female,University Student,Not Specified,Catholic,15-19,Tech
5840,186,February Lodge,Gareth,Campbell,46,Husband,Married,Male,Unemployed,Not Specified,Unknown,45-49,Unemployed
5839,186,February Lodge,Katy,Campbell,52,Head,Married,Female,Database administrator,Not Specified,Catholic,50-54,Education
6446,186,Strawberry Lights,Joanna,Chapman,42,Head,Married,Female,Unemployed,Not Specified,Catholic,40-44,Unemployed
6447,186,Strawberry Lights,Mark,Chapman,49,Husband,Married,Male,Automotive engineer,Not Specified,Catholic,45-49,Engineering
2249,186,Lloyd Avenue,Mary,Smith,12,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
2250,186,Lloyd Avenue,Amber,Smith,12,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
2248,186,Lloyd Avenue,Malcolm,Smith,16,Son,Minor,Male,Student,Not Specified,Catholic,15-19,Student
2246,186,Lloyd Avenue,Victoria,Smith,44,Head,Married,Female,IT consultant,Not Specified,Catholic,40-44,Tech
2247,186,Lloyd Avenue,Owen,Smith,46,Husband,Married,Male,Patent attorney,Not Specified,Unknown,45-49,Other
6449,187,Strawberry Lights,Kimberley,Gray,22,Wife,Married,Female,University Student,Not Specified,Unknown,20-24,Tech
6448,187,Strawberry Lights,Maurice,Gray,24,Head,Married,Male,Further education lecturer,Not Specified,Unknown,20-24,Education
2252,187,Lloyd Avenue,Paul,Jones,59,Head,Single,Male,Unemployed,Not Specified,Methodist,55-59,Unemployed
5852,187,February Lodge,Jake,Mills,9,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
5851,187,February Lodge,Gerard,Mills,10,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
5850,187,February Lodge,Jasmine,Mills,21,Daughter,Single,Female,University Student,Not Specified,Christian,20-24,Tech
5849,187,February Lodge,Derek,Mills,25,Son,Single,Male,"Engineer, petroleum",Not Specified,Christian,25-29,Engineering
5847,187,February Lodge,Natasha,Mills,49,Head,Married,Female,Unemployed,Not Specified,Christian,45-49,Unemployed
5848,187,February Lodge,Oliver,Mills,50,Husband,Married,Male,Education administrator,Not Specified,Unknown,50-54,Education
2251,187,Lloyd Avenue,Gillian,Owen,23,Head,Single,Female,Dramatherapist,Not Specified,Unknown,20-24,Medical
2254,188,Lloyd Avenue,Christopher,Allen,51,Partner,Single,Male,"Producer, television/film/video",Not Specified,Unknown,50-54,Creative Arts
5858,188,February Lodge,Mohammad,Jones,0,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
5859,188,February Lodge,Janet,Jones,0,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
5857,188,February Lodge,Jay,Jones,4,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
5856,188,February Lodge,Clive,Jones,5,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
5855,188,February Lodge,Lauren,Jones,6,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
5854,188,February Lodge,Garry,Jones,39,Husband,Married,Male,Student,Unknown Infection,Unknown,35-39,Student
5853,188,February Lodge,Lauren,Jones,40,Head,Married,Female,Chartered accountant,Not Specified,Unknown,40-44,Finance
6451,188,Strawberry Lights,Patricia,Parkes,35,Wife,Married,Female,Chartered accountant,Not Specified,Unknown,35-39,Finance
6450,188,Strawberry Lights,Alan,Parkes,37,Head,Married,Male,Actuary,Not Specified,Unknown,35-39,Other
2256,188,Lloyd Avenue,Joseph,Powell,3,Son,Minor,Male,Child,Not Specified,Catholic,0-4,Child
2255,188,Lloyd Avenue,Barry,Powell,23,Son,Single,Male,Trading standards officer,Not Specified,Unknown,20-24,Management
2253,188,Lloyd Avenue,Natasha,Powell,49,Head,Single,Female,Financial risk analyst,Not Specified,Catholic,45-49,Finance
6453,189,Strawberry Lights,Glenn,Barber,0,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
